word,tf,df,tfidf
toxic,1987,762,4805.6755104613085
numerous,3194,1901,4804.956495787224
putative,2236,998,4804.608720942338
disc,1322,226,4804.108262194706
anti_inflammatory,1767,565,4802.139162782942
eliminate,2981,1709,4801.917788018644
insert,2220,985,4799.336524326045
minimize,3174,1887,4798.330667887128
abstinence,1247,183,4794.738428108062
ipsc,1075,99,4793.838972054725
retain,2756,1505,4789.808839475877
loading,1767,569,4789.673502617476
reporting,2006,786,4789.42158486563
lupus,1246,184,4784.1032017801
excitation,1817,615,4783.947816135163
photoreceptor,1101,111,4783.817187755398
testosterone,1169,143,4783.150902574874
immunization,1380,268,4779.654784671933
span,2476,1242,4778.746054541386
dilute,2313,1086,4774.606641544615
trap,1622,452,4770.014517670205
newborn,1629,458,4769.118647019004
evolutionary,1790,596,4769.0330493013425
track,2342,1117,4768.553557039017
hybrid,1773,582,4765.885155533371
self_efficacy,1241,184,4764.905355866055
mexico,1458,326,4764.171821096864
mosquito,991,70,4762.7556110833775
exact,2843,1604,4759.890339112105
paradigm,2389,1167,4759.6364931261505
compete,3046,1794,4758.771580696708
adopt,2485,1261,4758.388842066041
cambridge,2482,1259,4756.583991619543
fibrillation,1206,166,4754.6756853861825
endpoint,1819,628,4751.163923814788
implantation,1481,346,4751.145990898649
externalize,1193,160,4747.3420323447845
ribosome,1223,177,4743.228419193488
folate,1063,99,4740.326350971323
capillary,1708,534,4738.178345290025
concussion,883,40,4737.847304406537
raise,3018,1781,4736.976315213491
completion,2230,1024,4734.363890645482
michigan,1807,623,4734.264867886497
age_related,1689,521,4727.097023844658
toxicol,1691,523,4726.215598513146
independently,3163,1922,4723.571538858165
resolve,2651,1441,4722.52412505353
chang,2672,1465,4715.797887479523
fewer,3022,1798,4714.545820117971
biophys,2305,1107,4713.946297770209
randomly,2574,1372,4711.655860108345
surround,2601,1400,4708.531581943047
rely,3056,1837,4702.010053500152
cerebellum,1389,290,4701.242760220736
cold,2148,960,4698.90391699386
lipoprotein,1448,334,4696.390995895081
anatomical,1880,704,4695.725978408824
distribute,2814,1613,4695.591968492068
identical,2905,1700,4694.832697135736
attend,1996,815,4693.228387045676
adenoma,1102,121,4693.103263093088
francisco,2023,842,4690.7805256534975
poverty,1483,362,4690.522460502357
pneumonia,1423,317,4689.643305987522
integrity,2330,1144,4688.469730554466
digital,1974,796,4688.063959528427
actual,2518,1330,4687.435070951279
cytotoxic,1846,676,4685.723701636418
histological,1920,747,4681.804330147656
exclusion,2408,1226,4678.7267200039305
whites,1410,310,4678.285026543796
postpartum,1147,145,4677.203564103111
price,1946,774,4676.107748047926
methodology,2684,1500,4673.60774113169
lowest,2482,1303,4671.323461693746
phantom,1159,153,4663.893675050693
accelerate,2351,1178,4661.872135661535
stressor,1562,433,4660.644385793113
amplify,2196,1025,4660.0372792648195
synaps,1373,288,4656.590543967336
prescription,1564,436,4655.813258215948
oncogene,1871,711,4654.734627360317
proteome,1447,343,4654.67269173581
hesc,886,45,4649.588411273894
osteoblast,1134,142,4647.900719114245
therapeutics,2194,1029,4647.247876857307
tnf_,1210,184,4645.878711198974
dosing,1617,484,4644.703194495201
worse,2129,966,4644.0752151115885
slightly,3149,1959,4642.619580269095
wavelength,1585,458,4640.302673741634
interpret,2956,1781,4639.662686471531
negatively,2506,1344,4638.85514485341
pathol,2106,946,4637.964554097168
claim,1718,576,4635.846526562677
hiv_aids,1389,304,4635.755884987437
conference,2111,953,4633.412867608494
islet,1155,155,4632.797196141124
glial,1457,356,4632.639623337697
stent,1100,127,4631.3496393554105
upregulation,1893,741,4631.232668525885
invitrogen,2051,895,4630.504186615702
align,2168,1011,4630.435475989961
mutate,1879,728,4630.239113483952
decade,3111,1933,4628.16147082345
squamous,1421,330,4625.940858345649
evoke,1601,476,4625.428424984802
glucocorticoid,1335,268,4623.796476476109
width,1803,659,4622.497874865732
materials,3259,2072,4622.028963409061
equilibrium,1725,588,4619.167037096013
pass,2379,1228,4618.502176640391
dissolve,1971,822,4617.588918908255
figs_,1678,547,4614.594199557411
consortium,1950,803,4613.992941619022
angeles,1903,758,4612.532418738126
cyclic,1614,492,4609.626325416155
west,2408,1262,4609.036968739087
affective,1595,477,4604.7465769998935
completely,3080,1919,4604.431968783893
taylor,2580,1438,4601.420717513622
copper,1344,279,4600.90600515395
neglect,1502,400,4600.686670751729
radiology,1766,633,4598.724959271669
envelope,1415,332,4597.8585096747165
mount,2301,1162,4594.192713917262
non_hispanic,1508,407,4592.903166502993
escherichia,1593,479,4592.307318410373
fungal,1239,211,4587.579393801124
linker,1414,335,4581.889413750486
eligible,2149,1015,4581.369394176717
sound,1546,443,4577.605773396534
thomas,2857,1725,4575.550099491564
transgene,1368,302,4574.698598723077
hemorrhage,1431,350,4574.294225672406
phone,2685,1560,4570.041410868457
apparent,2848,1720,4569.403455498864
shear,1329,275,4568.748277016722
nitrogen,1921,794,4567.026661487335
olfactory,1201,191,4566.480046358081
capable,2574,1454,4562.238120703495
incorporation,1929,805,4559.505276926019
elimination,1854,732,4558.475086650802
doctor,1559,460,4557.391105007531
spread,2095,973,4554.783197996144
routine,2387,1273,4548.126167021368
statement,2560,1448,4548.009900729327
ancestry,1250,225,4548.0056727670435
sibling,1422,350,4545.525079598995
market,1579,483,4538.817004802696
outpatient,1710,602,4538.76321663679
manipulation,2006,891,4537.893988972175
notably,2715,1609,4537.136394150698
binary,1783,673,4533.740386008842
reader,1995,885,4526.4900043432
scanning,1879,770,4524.84700564664
assignment,1828,720,4524.76381552974
codon,1423,356,4524.534100212452
unfold,1394,335,4517.0819255786255
phage,1039,111,4514.428753930843
fruit,1363,312,4513.5768888054845
census,1533,451,4511.676642203272
hba1c,1023,104,4511.546664226046
aromatic,1378,325,4506.996706645701
finger,1536,457,4500.205900068633
climate,1198,200,4499.912713496282
respir,1469,400,4499.606337772497
consistency,2008,911,4497.843782661457
inference,1777,681,4497.4850610952
analytical,1939,842,4496.007631854737
deficient,1903,807,4493.3279608978455
jak2,928,68,4486.877434304528
initially,3214,2122,4481.571456678622
consume,1666,582,4478.265464815904
enrich,1938,849,4477.6438714587985
prolonged,2211,1130,4476.240315481498
diffuse,1806,718,4475.331880693914
paired,1836,748,4474.519203046409
fill,2195,1115,4473.180088069819
thoracic,1491,426,4473.097800875688
massachusetts,1915,828,4472.466770252802
quartile,1323,292,4468.764755772149
deformation,1256,244,4468.014914196815
cage,1443,387,4467.643796981278
decay,1563,491,4467.149050130584
activator,1830,746,4464.796192592157
gaussian,1520,454,4463.339768412594
upstream,1794,711,4463.171524042977
inactivation,1830,747,4462.344752171985
immunodeficiency,1584,512,4460.829619559619
assistance,2848,1787,4460.570139136569
heterogeneous,2184,1112,4456.647392886839
accumulate,2246,1177,4455.5717512723695
antidepressant,1279,263,4453.926811639331
private,1704,627,4453.503513233869
glycoprotein,1491,432,4452.244314091351
canada,1922,844,4452.029400870072
agree,2241,1175,4449.464072514981
schedule,1956,880,4449.08441244199
replace,2667,1614,4448.646922265624
song,2106,1036,4446.571582062707
inverse,1926,851,4445.386755612855
hypertrophy,1275,262,4444.854556737621
largest,2524,1473,4440.848074463492
artifact,1670,600,4438.150726287187
tensor,1152,182,4435.773987849131
microfluidic,1084,143,4435.359776211431
myocyte,1160,187,4435.139735333623
randomization,1485,432,4434.327837978308
border,1531,474,4429.63865426488
ongoing,2495,1451,4427.369235396998
demand,2087,1027,4424.6648335315795
creatinine,1351,324,4422.851684669356
david,2666,1630,4420.68027788158
immunohistochemistry,1710,647,4415.4912845183335
ubiquitin,1261,258,4415.448693281008
picture,1913,854,4408.649577302204
awareness,1731,671,4406.668675765672
schematic,2189,1143,4406.661182528282
topic,2090,1041,4402.726852068449
harvard,1979,925,4402.703470550241
sympathetic,1186,209,4402.6344365055475
inpatient,1473,431,4401.908560512974
brca1,1054,132,4396.974980794595
cavity,1507,463,4395.584274702053
louis,2172,1131,4395.362292463801
colitis,1185,210,4393.265930495195
inferior,1505,462,4393.004774251156
mtorc1,950,84,4392.503734496004
thompson,2270,1236,4392.15331644895
readmission,1035,123,4390.801805522235
jackson,2262,1229,4389.521455387269
employment,1568,521,4388.44768110623
trust,1656,605,4387.201854833225
pocket,1411,382,4386.917992185998
imply,2439,1417,4385.828582074067
foxp3,1057,135,4385.736281212464
cleave,1690,639,4384.874821408479
supplementation,1375,353,4383.550714791542
discover,2862,1850,4383.336231953349
cingulate,1195,219,4380.192686668857
blockade,1666,618,4378.275460611966
building,2222,1195,4374.2369237885305
weekly,1752,705,4373.530105085338
reson,1219,237,4371.876210325884
magn,1237,250,4370.375455901535
route,1972,933,4370.148686433442
visible,1925,884,4369.842164727292
systems,2409,1395,4369.577288005677
needle,1476,444,4367.012237907085
axonal,1326,318,4365.793417427826
seconds,1804,761,4365.44833493169
briefly,2841,1842,4363.485432755562
bovine,2038,1008,4358.836680261378
lysine,1412,391,4357.145901170957
hplc,1388,371,4355.96439440114
neighbor,1733,693,4355.852073148387
mimic,2137,1115,4354.982163191437
epidemiol,1912,878,4353.353159048977
macaque,1232,250,4352.710235788756
ester,1453,429,4348.898775225025
rt_pcr,1481,454,4348.819866459903
newly,2262,1252,4347.58071337062
office,2229,1217,4347.354328922646
calibration,1509,480,4347.004724302822
histology,1690,654,4345.661925343847
empathy,961,93,4345.551134821471
expenditure,1322,320,4344.335174793302
backbone,1471,447,4342.313074678399
confer,2159,1146,4340.609141146535
caspase,1285,292,4340.410212522458
dysplasia,1214,240,4338.673344730341
pro_inflammatory,1445,425,4338.4907898083065
internet,1588,558,4335.471813122349
sparse,1444,426,4332.0947179507
restricted,2424,1433,4331.638338517876
exome,1213,241,4330.055812402936
pure,1751,723,4326.888602672017
extremity,1334,334,4326.647505886766
weighted,1783,756,4326.384535037284
promising,2436,1449,4326.033931365199
acculturation,942,87,4322.45820610119
weak,2078,1069,4322.294089078674
preliminary,2597,1620,4322.24816116165
randomized,1949,932,4321.268473052572
migrant,957,94,4317.228121347685
vertebrate,1415,405,4316.624290735795
indication,1998,989,4311.305596373095
pet_ct,1009,120,4305.416316414733
pancreas,1240,266,4304.050703229081
mention,2403,1428,4302.510938437016
instability,1654,635,4301.855423282951
consistently,2603,1640,4300.295051218307
capability,1946,939,4300.055691514254
simultaneously,2471,1502,4299.421659100211
regular,2021,1020,4298.55995599641
separately,2501,1536,4295.637634802804
inside,1941,937,4293.145838526667
crucial,2473,1510,4289.764746236267
theme,1458,452,4287.719584934131
stir,1275,297,4284.985322059578
round,1839,833,4283.897717483979
excellent,2237,1264,4278.191734096071
graduate,1962,967,4277.76124502086
cheng,2184,1209,4273.992100130325
evidence_based,1659,651,4273.576199729537
harm,1515,510,4272.44273527002
lysis,1730,725,4270.216584024647
motility,1386,393,4269.843725368628
germline,1304,324,4268.984897711946
bold,1550,545,4268.264675919957
staphylococcus,1110,183,4267.970854210063
transmembrane,1570,565,4266.756358556434
dash,1900,906,4266.384705312643
conclude,2695,1758,4265.033863556053
population_based,1938,949,4261.84832282415
successfully,2535,1593,4261.666148337796
phenomenon,2273,1315,4257.13123946747
recover,1971,987,4257.034589840594
imatinib,923,85,4256.740950265303
systolic,1342,360,4251.99401983492
rnai,1171,227,4250.208814758819
melatonin,842,55,4249.718617866261
anesthesia,1422,431,4249.500321146944
lymphoid,1349,367,4248.19403159834
effectively,2602,1673,4246.805485000063
mobile,1510,515,4243.610440029021
gastroenterology,1451,460,4241.67703230656
beneficial,2307,1362,4239.7941117057335
titer,1247,287,4233.593337649067
vertical,1693,702,4233.467611112069
burn,1102,184,4231.205239455594
therapist,1094,179,4230.628333227566
spanish,1258,297,4227.852184432117
harbor,1972,1003,4227.483188643467
methyl,1433,448,4226.936877568399
encounter,2003,1038,4225.236115014518
payment,1151,218,4224.18136915094
glycolysis,1073,167,4223.876440345394
bdnf,1034,144,4223.5711566306845
trafficking,1511,523,4223.129372769582
commun,2250,1311,4220.908777472298
nucleosome,993,122,4220.730508415005
autologous,1171,233,4219.659256104107
maximal,1823,847,4216.242140031419
leader,1269,310,4210.456523889417
evolve,2111,1165,4209.3943205969335
immunofluorescence,1485,503,4208.363433922699
ligase,1242,289,4207.993189363583
scanner,1475,494,4206.654899264445
thin,1668,689,4202.1318005665335
stanford,1433,456,4201.573383584957
kg_m2,1409,435,4197.6349032450835
survive,1826,860,4195.367478437335
respective,2160,1227,4195.1033907274295
formula,1630,653,4193.872332160847
observational,1814,848,4193.28648859184
london,1913,956,4192.812063352408
diminish,2264,1343,4192.574236177866
acetate,1451,476,4192.065362056807
expectancy,1267,313,4191.618317095302
vegetable,1108,195,4189.9079630945735
obstet,1264,311,4189.796003693869
chaperone,1164,234,4189.449972370251
pi3k,1168,237,4188.967525562455
pluripotent,1161,232,4188.618147320775
canonical,1521,545,4188.406820693067
propensity,1482,507,4188.123014377424
detectable,2075,1138,4186.26545089344
epidermal,1490,516,4184.513280655373
nucl,1212,271,4184.291976880485
morphine,963,111,4184.210673758808
colonization,1177,245,4182.171401060907
concurrent,1818,858,4181.219728810908
living,1806,845,4181.193973387952
aspirin,1060,167,4172.701795681378
intravenous,1651,685,4168.917154659274
rev_,1542,574,4166.292088999869
abstract,2169,1254,4165.371934499434
retrieval,1343,385,4164.994337032953
prove,2435,1547,4164.902138772548
proteasome,1116,205,4164.348376788085
benign,1391,429,4163.329797892643
robot,858,67,4161.138971441242
explanation,2459,1578,4157.164348531087
fecal,1075,179,4157.153069670597
striatal,1141,224,4156.5019918504
polarity,1240,300,4154.895857544699
bridge,1692,735,4153.241474519229
insomnia,965,116,4150.382733085781
attenuation,1470,509,4148.4236780852725
indoor,928,98,4147.730764501664
amine,1303,355,4146.650457678259
twin,1271,328,4145.355483015101
john,2370,1490,4142.697293304163
kcal_mol,911,91,4139.260990283998
neurogenesis,1135,224,4134.644838519022
