word,tf,df,tfidf
convert,2781,1511,4822.192757222122
determinant,2748,1481,4820.080282660903
preventive,2023,790,4819.740845797986
profiling,2106,871,4811.921401269053
smooth-muscle,1554,387,4811.308704441377
mexico,1472,326,4809.918326923583
official,2975,1699,4809.711710769716
prefrontal-cortex,1495,343,4809.077867411912
toxic,1988,762,4808.0940688460405
whites,1449,310,4807.6843996184125
toxicol,1720,523,4807.268379327387
ipsc,1078,99,4807.217127325575
eliminate,2984,1709,4806.750311790552
minimize,3179,1887,4805.889474862375
excitation,1825,615,4805.010877516055
numerous,3194,1901,4804.956495787224
neck,1521,364,4802.330981700379
anti_inflammatory,1767,565,4802.139162782942
dilute,2326,1086,4801.441871263629
loading,1770,569,4797.805376136351
retain,2759,1505,4795.0227097655825
abstinence,1247,183,4794.738428108062
reporting,2008,786,4794.196681161608
lupus,1247,184,4787.942770962909
testosterone,1170,143,4787.242562885032
trap,1627,452,4784.718631473135
hybrid,1780,582,4784.701396982178
photoreceptor,1101,111,4783.817187755398
span,2478,1242,4782.606107897235
immunization,1380,268,4779.654784671933
reson,1332,237,4777.144472644854
evolutionary,1793,596,4777.0258421214
exact,2853,1604,4776.63283063202
paradigm,2397,1167,4775.574999591203
track,2344,1117,4772.625763321714
newborn,1630,458,4772.046282775308
adopt,2490,1261,4767.963065088307
self_efficacy,1241,184,4764.905355866055
externalize,1197,160,4763.259356845521
mosquito,991,70,4762.7556110833775
cerebellum,1407,290,4762.165992534612
hepatitis-virus,1299,219,4761.397740571419
endpoint,1822,628,4758.999818136638
compete,3046,1794,4758.771580696708
cambridge,2483,1259,4758.500423525916
folate,1067,99,4758.163891332458
viral-load,1281,209,4755.2906519086055
implantation,1482,346,4754.35405706401
ribosome,1225,177,4750.9851296091765
pneumonia,1441,317,4748.964162985256
completion,2235,1024,4744.979056319575
michigan,1811,623,4744.7447015730195
concussion,884,40,4743.21292989284
phone,2785,1560,4740.247794885905
raise,3019,1781,4738.545889870619
capillary,1708,534,4738.178345290025
resolve,2657,1441,4733.212599120042
independently,3166,1922,4728.0516889108285
age_related,1689,521,4727.097023844658
fewer,3029,1798,4725.466343195676
poverty,1492,362,4718.988207059687
chang,2673,1465,4717.562781898489
biophys,2306,1107,4715.991393777918
surround,2603,1400,4712.152136792677
attend,2004,815,4712.038921663093
cold,2154,960,4712.029346929597
randomly,2574,1372,4711.655860108345
identical,2915,1700,4710.993911239473
respir,1538,400,4710.956124910892
adenoma,1106,121,4710.138120672373
lowest,2501,1303,4707.082988596318
rely,3058,1837,4705.087285210558
distribute,2819,1613,4703.935237803533
figs_,1710,547,4702.595995973285
lipoprotein,1449,334,4699.634359842522
anatomical,1880,704,4695.725978408824
integrity,2332,1144,4692.494168091423
francisco,2023,842,4690.7805256534975
wavelength,1602,458,4690.0724815988
mite,739,15,4690.030052354409
actual,2519,1330,4689.296641670481
cytotoxic,1847,676,4688.262013500793
price,1951,774,4688.122413382068
digital,1974,796,4688.063959528427
methodology,2692,1500,4687.538017558311
width,1828,659,4686.592410013621
histological,1920,747,4681.804330147656
postpartum,1148,145,4681.281335301108
exclusion,2409,1226,4680.669712827853
pathol,2125,946,4679.807539153126
synaps,1379,288,4676.939810729028
claim,1733,576,4676.322485758509
accelerate,2355,1178,4669.803861966361
stressor,1565,433,4669.595687430359
phantom,1160,153,4667.917742069718
amplify,2199,1025,4666.403450411356
oncogene,1875,711,4664.685957402777
osteoblast,1138,142,4664.295430645512
neglect,1522,400,4661.947478617931
prescription,1566,436,4661.766983610086
materials,3286,2072,4660.321317509106
proteome,1448,343,4657.889466229062
doctor,1593,460,4656.782572339318
decade,3130,1933,4656.427323586436
worse,2134,966,4654.981920642616
evoke,1611,476,4654.319295846669
tnf_,1212,184,4653.557849564592
dosing,1620,484,4653.320454596306
hesc,886,45,4649.588411273894
therapeutics,2194,1029,4647.247876857307
slightly,3152,1959,4647.042526836516
invitrogen,2058,895,4646.307955170704
interpret,2960,1781,4645.940985100044
kcal_mol,1022,91,4643.605633447031
hiv_aids,1391,304,4642.43083946546
pass,2391,1228,4641.798530620922
islet,1157,155,4640.819355788121
negatively,2506,1344,4638.85514485341
west,2422,1262,4635.833695301523
glial,1458,356,4635.819197547264
conference,2112,953,4635.607757645257
mutate,1881,728,4635.167521268395
align,2169,1011,4632.5712857113585
squamous,1423,330,4632.451682917564
stent,1100,127,4631.3496393554105
upregulation,1893,741,4631.232668525885
non_hispanic,1520,407,4629.451467562699
equilibrium,1728,588,4627.200371073572
sound,1562,443,4624.9807361225
glucocorticoid,1335,268,4623.796476476109
dissolve,1973,822,4622.27444799898
consortium,1952,803,4618.725242071964
hba1c,1046,104,4612.97928717541
angeles,1903,758,4612.532418738126
aromatic,1410,325,4611.658458904528
quartile,1365,292,4610.63030357444
cyclic,1614,492,4609.626325416155
taylor,2584,1438,4608.55470312217
linker,1422,335,4607.81240901923
completely,3082,1919,4607.421859672714
affective,1595,477,4604.7465769998935
radiology,1767,633,4601.3289937899435
copper,1344,279,4600.90600515395
kg_m2,1544,435,4599.821356004549
nucl,1332,271,4598.578311225087
envelope,1415,332,4597.8585096747165
mount,2301,1162,4594.192713917262
thomas,2868,1725,4593.166848212042
fungal,1239,211,4587.579393801124
eligible,2150,1015,4583.501255225659
reader,2019,885,4580.944019433043
transgene,1369,302,4578.0426766461205
hemorrhage,1432,350,4577.490797458341
apparent,2853,1720,4577.425582351916
nitrogen,1925,794,4576.536347404019
statement,2576,1448,4576.434962608884
shear,1330,275,4572.186010859473
ancestry,1256,225,4569.836099996325
notably,2734,1609,4568.887993225786
olfactory,1201,191,4566.480046358081
incorporation,1931,805,4564.232602252018
elimination,1856,732,4563.392535503715
capable,2574,1454,4562.238120703495
sibling,1427,350,4561.507938528668
spread,2096,973,4556.957318854376
canada,1967,844,4556.265260932066
routine,2389,1273,4551.936913705089
market,1583,483,4550.314957949758
outpatient,1714,602,4549.380206617227
manipulation,2007,891,4540.156149485122
fruit,1371,312,4540.068902826353
binary,1785,673,4538.825905230388
scanning,1883,770,4534.479463348922
codon,1424,356,4527.713674422019
assignment,1829,720,4527.2390692581475
cage,1461,387,4523.373241434267
phage,1040,111,4518.773728669949
unfold,1394,335,4517.0819255786255
census,1534,451,4514.619679804187
finger,1540,457,4511.925186266729
deficient,1909,807,4507.4950485307345
consistency,2012,911,4506.80363083409
jak2,931,68,4501.382426010254
climate,1198,200,4499.912713496282
escherichia-coli,1554,473,4499.466443693193
agree,2266,1175,4499.101110360976
inference,1777,681,4497.4850610952
analytical,1939,842,4496.007631854737
fill,2206,1115,4495.596935891582
replace,2693,1614,4492.015808646916
imply,2496,1417,4488.326421015527
magn,1270,250,4486.965908645877
consume,1669,582,4486.329568293963
antidepressant,1288,263,4485.267969813494
enrich,1941,849,4484.575208721119
initially,3216,2122,4484.360237921111
private,1715,627,4482.252655631505
creatinine,1369,324,4481.7793903126185
prolonged,2212,1130,4478.2648475102105
upstream,1800,711,4478.098519106666
massachusetts,1917,828,4477.137753824868
paired,1837,748,4476.956305008852
seconds,1850,761,4476.7624277292825
diffuse,1806,718,4475.331880693914
thoracic,1491,426,4473.097800875688
gaussian,1523,454,4472.148991639724
inactivation,1834,747,4472.098511193126
decay,1564,491,4470.007110943207
employment,1597,521,4469.611573167506
assistance,2853,1787,4468.401196262862
deformation,1256,244,4468.014914196815
activator,1831,746,4467.235971932372
randomization,1496,432,4467.17471085222
immunodeficiency,1586,512,4466.4619801903755
inverse,1935,851,4466.159590919457
song,2114,1036,4463.462642203496
muscular-dystrophy,977,89,4460.853593560139
schedule,1961,880,4460.457327606719
accumulate,2248,1177,4459.539312938686
heterogeneous,2185,1112,4458.687982352447
glycoprotein,1493,432,4458.216472795699
tensor,1157,182,4455.026479115837
foxp3,1073,135,4452.123963804138
largest,2530,1473,4451.404765607224
hypertrophy,1276,262,4448.340717174278
briefly,2896,1842,4447.959807553716
artifact,1671,600,4440.808301572389
demand,2094,1027,4439.505587645005
microfluidic,1084,143,4435.359776211431
myocyte,1160,187,4435.139735333623
border,1532,474,4432.531951883602
ongoing,2497,1451,4430.918228772066
picture,1922,854,4429.39074102187
topic,2101,1041,4425.899098658283
david,2669,1630,4425.654786821431
immunohistochemistry,1713,647,4423.237760456085
ubiquitin,1263,258,4422.451783992
brca1,1060,132,4422.005198901585
awareness,1736,671,4419.397354782904
inpatient,1477,431,4413.862147914231
robot,910,67,4413.32921213465
schematic,2191,1143,4410.687369081528
harvard,1982,925,4409.377604158958
sympathetic,1187,209,4406.346607194
trust,1663,605,4405.746790209936
pocket,1417,382,4405.572498176867
louis,2177,1131,4405.480529785311
readmission,1038,123,4403.528767277371
influenza-virus,1088,150,4399.730175198117
cavity,1508,463,4398.501052588385
office,2255,1217,4398.06371095584
jackson,2266,1229,4397.283650710678
mtorc1,951,84,4397.127422637578
colitis,1186,210,4396.973327904895
inferior,1506,462,4395.923714300492
thompson,2271,1236,4394.0881857513505
weekly,1760,705,4393.500562186184
histology,1707,654,4389.375684356181
route,1980,933,4387.877484350007
cleave,1691,639,4387.46942189452
hplc,1398,371,4387.347423179246
supplementation,1376,353,4386.738751675027
discover,2864,1850,4386.39935999804
epidemiol,1926,878,4385.229175903939
cingulate,1196,219,4383.858119879459
building,2226,1195,4382.11133769274
blockade,1666,618,4378.275460611966
visible,1928,884,4376.6523083606335
systems,2411,1395,4373.204998498002
needle,1478,444,4372.929598663057
neighbor,1739,693,4370.932922795755
caspase,1294,292,4370.809972765806
substance-abuse,1455,425,4368.514947523243
lysine,1415,391,4366.403293312254
axonal,1326,318,4365.793417427826
macaque,1235,250,4363.309367856424
tyrosine-kinase,1544,508,4360.292272944301
bovine,2038,1008,4358.836680261378
calibration,1513,480,4358.527599648886
mimic,2138,1115,4357.020058447961
weighted,1795,756,4355.502097808147
empathy,963,93,4354.594945716001
acculturation,949,87,4354.578383853534
rt_pcr,1482,454,4351.756274202279
weak,2091,1069,4349.3344274607825
ester,1453,429,4348.898775225025
newly,2262,1252,4347.58071337062
internet,1592,558,4346.392397034496
backbone,1472,447,4345.265021024204
expenditure,1322,320,4344.335174793302
dysplasia,1215,240,4342.247210747417
confer,2159,1146,4340.609141146535
pro_inflammatory,1445,425,4338.4907898083065
restricted,2426,1433,4335.212297543056
sparse,1445,426,4335.094783544849
pure,1754,723,4334.301889826796
extremity,1336,334,4333.1342337816495
atrial-fibrillation,1031,128,4332.751391469889
exome,1213,241,4330.055812402936
pancreas,1247,266,4328.347763650535
promising,2437,1449,4327.809807363296
randomized,1950,932,4323.485645178304
vertebrate,1417,405,4322.725526482417
preliminary,2597,1620,4322.24816116165
bold,1569,545,4320.585339689298
mention,2413,1428,4320.4156864122015
tyrosine,1480,462,4320.0312730177475
pet_ct,1012,120,4318.217356007642
dust-mite,724,22,4317.546840631251
migrant,957,94,4317.228121347685
inside,1951,937,4315.264055108463
indication,1999,989,4313.463406981889
capability,1949,939,4306.684759897884
consistently,2606,1640,4305.251211477106
simultaneously,2474,1502,4304.641515424493
instability,1655,635,4304.456303224477
round,1847,833,4302.533487869989
separately,2505,1536,4302.5079069096455
regular,2022,1020,4300.686903030551
metabolic-syndrome,1316,326,4300.171547711572
conclude,2715,1758,4296.685320799512
commun,2290,1311,4295.947155738473
excellent,2246,1264,4295.4039493874725
theme,1460,452,4293.601230455302
crucial,2475,1510,4293.234026257485
graduate,1969,967,4293.023390135613
stir,1277,297,4291.706867662809
alcohol-consumption,1231,262,4291.463497524715
harm,1521,510,4289.363300558219
imatinib,930,85,4289.023926052797
systolic,1353,360,4286.8464298335675
phenomenon,2286,1315,4281.47910841295
cheng,2186,1209,4277.906012309931
germline,1306,324,4275.532420561198
dash,1904,906,4275.366567850144
evidence_based,1659,651,4273.576199729537
lysis,1731,725,4272.684917310211
motility,1386,393,4269.843725368628
obstet,1288,311,4269.349092371601
staphylococcus,1110,183,4267.970854210063
transmembrane,1570,565,4266.756358556434
population_based,1939,949,4264.047418965958
successfully,2535,1593,4261.666148337796
spanish,1268,297,4261.45991244827
anesthesia,1426,431,4261.453908548201
recover,1973,987,4261.354259642563
aspirin,1081,167,4255.368529369405
titer,1252,287,4250.568451272359
rnai,1171,227,4250.208814758819
effectively,2604,1673,4250.069747478925
therapist,1099,179,4249.963928900453
melatonin,842,55,4249.718617866261
lymphoid,1349,367,4248.19403159834
gastroenterology,1453,460,4247.52358920843
burn,1106,184,4246.56351618683
mobile,1510,515,4243.610440029021
beneficial,2308,1362,4241.631907159443
vertical,1695,702,4238.468754184853
bdnf,1037,144,4235.82523155321
formula,1646,653,4235.039177139112
nucleosome,996,122,4233.481960102059
scanner,1484,494,4232.322624073517
embryonic-stem,1291,323,4230.4167287992595
methyl,1434,448,4229.8865892764015
encounter,2005,1038,4229.455022767903
harbor,1972,1003,4227.483188643467
payment,1151,218,4224.18136915094
glycolysis,1073,167,4223.876440345394
autologous,1172,233,4223.262722590959
trafficking,1511,523,4223.129372769582
leader,1272,310,4220.410321818234
immunofluorescence,1489,503,4219.699093003972
evolve,2115,1165,4217.370434894607
maximal,1823,847,4216.242140031419
vegetable,1114,195,4212.596995385699
ligase,1242,289,4207.993189363583
thin,1670,689,4207.170327905342
survive,1830,860,4204.557768642017
detectable,2084,1138,4204.4227468250265
morphine,967,111,4201.590572715231
stanford,1433,456,4201.573383584957
pubmed,1190,251,4199.571881530662
london,1916,956,4199.387304434507
acetate,1453,476,4197.84353622918
respective,2161,1227,4197.045568223137
canonical,1524,545,4196.667978130332
observational,1814,848,4193.28648859184
diminish,2264,1343,4192.574236177866
expectancy,1267,313,4191.618317095302
chaperone,1164,234,4189.449972370251
pi3k,1168,237,4188.967525562455
pluripotent,1161,232,4188.618147320775
propensity,1482,507,4188.123014377424
epidermal,1490,516,4184.513280655373
colonization,1177,245,4182.171401060907
concurrent,1818,858,4181.219728810908
living,1806,845,4181.193973387952
intravenous,1651,685,4168.917154659274
hepatocellular-carcinoma,1189,257,4167.954909216651
rev_,1542,574,4166.292088999869
abstract,2169,1254,4165.371934499434
retrieval,1343,385,4164.994337032953
prove,2435,1547,4164.902138772548
