word,tf,df,tfidf
antiviral,1282,261,4193.024652229672
veterans,1467,395,4190.228333085276
cdna,1779,652,4189.840139190903
eligible,1951,803,4188.51556769851
mellitus,1592,495,4187.999100143878
correlates,2704,1461,4186.695276373812
hydrogel,985,98,4186.489340218617
pilot,2049,892,4183.534134391284
varying,2670,1435,4181.995195705887
balance,2264,1084,4181.149045688428
immunology,1887,750,4179.964004211358
allergic,1119,164,4179.84997610484
delivered,2010,859,4179.67749877647
square,2409,1215,4174.101058905667
genomes,1487,415,4173.9077998854555
thought,2844,1584,4173.575378827964
selectivity,1595,502,4173.493498635918
zhao,2401,1209,4172.125532931366
treat,2601,1382,4171.804917734174
evolutionary,1541,459,4170.192950803064
promoting,2331,1151,4165.086872070288
serotonin,1244,242,4162.763285459212
pooled,1798,679,4161.6316263175
policies,1547,467,4159.699225674565
corrected,1983,844,4158.46595266211
mcherry,971,95,4157.174898473708
anemia,1278,266,4155.690689939697
married,1366,328,4155.640904312409
phenotypic,1855,732,4154.142556698656
reprogramming,1177,202,4151.211635891417
exposures,1494,427,4150.969116950588
neuroimage,1321,297,4149.892867141899
offspring,1332,305,4149.045051159497
equivalent,2507,1315,4145.621627263931
slope,1488,424,4144.789788547015
fatigue,1385,345,4143.457474586333
quit,993,106,4142.56896996516
primers,1748,643,4141.126912517473
define,2678,1464,4140.945255764511
patch,1311,292,4140.736683089906
pathogenic,1671,577,4139.682257447662
cerebellar,1176,204,4136.098392508173
hearts,1056,137,4134.482391954781
gastrointestinal,1648,560,4131.987024532709
operative,1445,394,4131.052056059098
machine,1563,489,4130.7713836577495
unclear,2746,1527,4130.39633509123
pathogen,1513,449,4127.7478023697395
visualization,1882,767,4126.705932442644
labor,1383,348,4125.5000417193405
inner,1726,630,4124.260852024714
mater,1342,318,4124.179486546213
aggressive,1777,675,4123.524542250605
lysine,1504,443,4123.427603202909
abdominal,1577,503,4123.256202950983
protocols,2583,1394,4120.602744263576
usually,2695,1490,4119.790079432761
hepatocytes,1148,190,4119.237977446139
articles,1465,413,4119.23260557998
predicting,2261,1112,4117.947969797908
soft,1596,521,4116.818833369516
neurological,1927,812,4115.51340798915
regulator,2033,909,4112.485296166283
atrophy,1365,338,4111.604635567164
propensity,1476,424,4111.364064445829
slices,1457,409,4110.918663204218
fragments,1674,590,4109.817189403481
restricted,2495,1324,4108.7603292820095
reduces,2801,1585,4108.7050473649415
jama,2334,1182,4108.417118139244
turn,2596,1412,4108.035126405907
radiology,1610,536,4107.232847175195
investigators,2247,1105,4106.639332303399
novo,1620,545,4105.767963781373
immunotherapy,1228,243,4104.158996957311
parietal,1194,221,4103.835028002728
invest,2264,1122,4103.143142844402
created,2601,1419,4103.084747697031
fviii,628,10,4102.488732780789
perspective,2493,1326,4101.703714245281
retrieved,1569,504,4099.223052884982
genotypes,1451,408,4097.541712716158
pool,1806,711,4096.979689152696
extracts,1504,451,4096.509658738765
bilayer,1063,146,4094.254883998967
implant,1049,139,4091.872620529536
lymphoid,1359,339,4089.5168741894686
utilized,2621,1444,4088.859975977869
layers,1575,513,4087.0220241269817
marital,1379,355,4086.1047977061835
thoracic,1332,320,4085.0967712032652
muscular,1117,178,4080.8778622365307
complexity,2216,1090,4080.2709143850384
blocks,2039,929,4080.246416969666
pathological,1924,825,4078.5472967817855
plays,2728,1542,4076.6547532273476
employment,1457,419,4075.7237152320267
hybrid,1543,490,4074.762226959183
motivation,1486,443,4074.078070717768
   ·,461,1,4073.0320237491464
weights,1694,621,4072.1716726516574
scaffold,1378,358,4071.5455636689526
lupus,1062,149,4068.8025354971874
supplemented,1996,895,4068.6199437969153
libraries,1386,365,4068.343970573097
records,1916,824,4063.912513073851
goals,1733,659,4062.995848237025
hepatocellular,1206,237,4060.7832889699257
guide,2661,1494,4060.680938701706
lowest,2172,1060,4059.8725926839293
cyclic,1458,425,4057.7908477304454
advantage,2514,1370,4054.188134332589
rhodopsin,846,57,4054.1666796717914
preference,1685,620,4053.2523107780476
mediate,2268,1151,4052.5169566089294
interact,2349,1225,4050.884186269685
latency,1264,279,4049.8543338492054
never,2166,1060,4048.6574750245813
vein,1558,512,4045.948136577101
adjacent,2100,1002,4043.4600822404905
informed,2811,1633,4039.5092380197834
whites,1247,270,4036.2752653181487
multivariable,1385,373,4035.3803809680817
follows,2583,1441,4034.9504521775825
squamous,1278,293,4032.1383782388966
technical,2627,1482,4029.9826020617706
shifts,1711,652,4029.688857872757
examining,2503,1375,4027.3306382692394
thermal,1456,433,4025.072303123292
phases,1751,690,4024.706534493449
lungs,1314,322,4021.7058184092634
calibration,1396,386,4019.6048395021676
theoretical,2003,924,4019.016279220881
organic,1551,515,4018.708566213551
variations,2339,1233,4018.413602608908
brief,2413,1300,4017.8643904775
cavity,1358,357,4016.2506179990864
census,1382,376,4015.56866461894
recordings,1368,365,4015.508334591628
mtorc,933,93,4014.33603548661
starting,2517,1395,4013.5094566015096
removal,2106,1023,4011.3312593824508
give,2222,1130,4011.2378404500205
adenocarcinoma,1351,353,4010.7709914933034
derivatives,1558,524,4009.8538582164706
juvenile,1198,242,4008.834739533871
hemoglobin,1324,333,4007.8379971571494
contacts,1429,416,4007.666515662641
manual,2037,963,4003.0249146509723
producing,2098,1020,4002.255065395355
microenvironment,1463,446,4001.146281535212
detector,1345,351,4000.6006030666135
hill,2095,1019,3998.587036774663
striatal,1094,178,3996.8490432289746
determination,2371,1274,3995.831190878331
pathogens,1507,485,3995.1497900989984
sense,1933,871,3992.743885006801
pittsburgh,1426,418,3992.4135984046916
massachusetts,1738,692,3989.7953949846815
currents,1150,214,3989.619615938576
environments,1720,676,3988.709906708339
dystrophy,971,113,3988.6957882481497
dialysis,1227,267,3985.249135058734
martin,2552,1443,3982.9852692798427
influences,2256,1176,3982.5987722236514
necrosis,1695,656,3981.639198650404
achieve,2792,1651,3981.5986631251453
bioinformatics,1745,702,3980.828469068799
placement,1516,498,3978.9093461453886
neutralizing,1142,211,3977.9883610747243
activating,1930,875,3977.7040942015005
microrna,1248,284,3976.422809427601
familial,1419,417,3976.2142992068466
endothelium,1197,248,3976.1727158464337
indirect,1834,787,3974.245382762426
smoke,1193,246,3972.545560783952
soil,981,120,3970.8120651852864
wilson,2223,1153,3968.2504981671564
recording,1479,470,3967.3846202918203
backbone,1393,399,3964.8249221564993
postnatal,1393,399,3964.8249221564993
scanning,1692,660,3964.306303665005
matching,1674,644,3963.2146486750007
clones,1328,348,3961.4346026054113
facial,1172,234,3961.230316215089
clonal,1277,309,3961.0869515006234
taylor,2264,1195,3960.4355744117593
echo,1274,307,3960.054100281963
subgroup,1677,648,3959.9332497819164
preclinical,1624,600,3959.7680329194623
cdcl,911,89,3959.728999572008
actions,1753,718,3959.572788261615
implicated,2333,1259,3959.421623302863
deposition,1425,427,3959.25769187054
trained,1909,864,3958.5743594878077
disabilities,1142,215,3956.5417213826017
dimer,1204,257,3956.505792037721
internalizing,973,118,3954.7836415400693
characteristic,2636,1534,3952.883605858441
subjected,2025,976,3952.2894514332725
yellow,1891,850,3952.1410499138674
drive,2488,1404,3951.267139146897
measuring,2713,1602,3950.6769376650896
testosterone,976,120,3950.5734715808762
germline,1213,265,3948.8980135032552
progress,2543,1456,3946.131363369671
lrrk,644,15,3945.8912090898516
metrics,1345,366,3944.316240203365
recruited,2253,1194,3943.0793203601083
randomly,2186,1132,3942.3836819135054
mglur,804,51,3942.3214040755715
flies,993,130,3939.9022811160494
vaccines,1187,249,3938.1782322656686
blocking,1902,867,3937.4661680525105
identical,2479,1404,3936.973970235192
fertility,1089,185,3936.5767014199
thereby,2479,1406,3933.44514401654
positively,2126,1081,3932.182941448901
tinnitus,695,24,3931.7238601547215
criminal,938,104,3930.98875152231
extension,1863,834,3929.0242652118573
ideation,926,99,3926.323908128318
hela,1111,201,3923.9470722771725
rapidly,2669,1580,3923.510971169377
genomics,1882,855,3922.2931280768375
synthase,1449,459,3921.2262074715386
mutated,1589,583,3920.0999876513088
gaussian,1360,385,3919.4752959517773
attenuated,1770,751,3918.4345170629235
canonical,1494,499,3918.1709256613835
responsive,1828,806,3917.6356462758426
foxo,854,70,3917.054799258982
chang,2295,1247,3916.9098187734057
special,2051,1018,3916.6209117014814
supplement,1712,698,3915.3292098637426
needle,1331,363,3914.2149547303893
lancet,2367,1315,3914.11503459662
assessing,2701,1614,3913.0456996671664
hypothesized,2649,1569,3912.617267256375
page,1796,778,3912.5571553163168
song,1901,878,3911.428916925081
virol,1211,272,3910.8135692127616
regimen,1504,511,3908.6566736844215
obstet,1192,259,3907.8318231417475
pancreas,1200,265,3906.5767652134427
excess,1929,907,3906.356198135933
virulence,1098,196,3905.691193268064
attempts,1643,639,3902.6277732578124
epub,1275,322,3902.340120602596
hsct,786,48,3901.7114298663737
intra,1816,802,3900.9529701283996
kras,981,129,3899.8654961756733
nearly,2679,1603,3899.4942953151085
psychopathology,1188,258,3899.314043946059
acetate,1435,454,3899.0575361686365
ensure,2717,1637,3897.7807210579626
instance,2037,1015,3895.8981075473707
biosynthesis,1326,364,3895.863046332267
carcinomas,1274,323,3895.329070922388
optic,1142,227,3894.5174295406305
copper,1194,264,3891.5580644582237
fewer,2427,1383,3890.9667203623812
mexico,1181,255,3890.151310755191
allosteric,1098,199,3889.0123915556796
averaged,1951,937,3887.4205309614804
storage,1550,560,3886.2742038990896
official,2378,1341,3885.7461221493777
projections,1363,398,3882.8577787714676
maintain,2596,1540,3882.7665063936574
salivary,999,141,3882.564122712637
dimensions,1804,799,3881.936530287661
inverse,1689,691,3879.7523107850557
tracking,1583,593,3878.375430366857
automated,1762,761,3877.4168604238384
cardiol,1384,418,3874.8249790968393
uterine,1020,154,3874.2230184754712
create,2410,1377,3874.190595494402
frequent,2125,1110,3874.077234885137
sympathetic,1048,171,3870.83715870518
kinetic,1414,445,3870.3105606379613
marked,2226,1208,3869.876703586931
zone,1375,413,3866.1739472167055
optimized,1812,814,3865.4491769627307
immediately,2551,1511,3863.957612049338
independently,2580,1537,3863.8666179237784
substitution,1458,486,3862.2446823753253
availability,2261,1246,3860.6954041200424
systolic,1232,300,3857.919282457721
exome,1115,216,3857.824242417618
pharmacological,1759,767,3857.000921980133
axonal,1182,263,3856.9327020168384
west,2038,1037,3854.1091945756416
crime,1004,148,3853.350182659576
comparative,2397,1377,3853.292471950241
defect,1536,560,3851.172372380001
contained,2390,1372,3850.7337163540433
bearing,1538,563,3847.9696250365287
switch,1639,657,3847.5958436491696
referred,2372,1358,3846.0607929538073
intellectual,1392,434,3844.9349739526515
rotation,1319,373,3843.0806660627436
facilitate,2700,1657,3840.6054048413266
enhances,2130,1133,3839.5086116148614
monkeys,1127,228,3838.409668717776
diffuse,1504,536,3836.818759100307
clone,1375,423,3833.2776413494935
trajectory,1344,397,3832.112501920955
transduction,1645,669,3831.906433816494
neuroimaging,1290,353,3829.677704682725
cone,1061,186,3829.641081137894
improvements,1902,918,3828.750864928929
insights,2619,1594,3826.905334698185
emerging,2404,1399,3826.440763552659
participate,2102,1114,3824.584886757764
improving,2382,1381,3822.2698930269316
fibrillation,994,147,3821.709209624043
share,2003,1021,3819.06530893535
therapeutics,1803,828,3815.5037486297333
name,1659,690,3813.242798814753
arabidopsis,844,75,3812.957663507847
package,1714,743,3812.817714074013
bovine,1817,843,3812.508449788282
mammary,1149,249,3812.103444712092
think,1428,477,3809.466993123771
issue,2407,1412,3808.952445785446
aldrich,1768,797,3808.9010276570134
bilateral,1412,463,3808.846574323934
stored,2083,1104,3808.7972383107463
numerous,2460,1462,3807.218565451744
cigarettes,1005,156,3804.281228696627
glycan,842,75,3803.9222188075914
mindfulness,739,40,3803.138616057565
potentials,1363,422,3803.0496189430723
tagged,1373,432,3798.7956339516336
pixels,1119,231,3796.5350907662314
kcal,1047,183,3796.1333534313358
indicators,1640,679,3795.9265112128483
pathol,1752,788,3794.328078908484
appl,1757,795,3789.6176892101475
instrument,1737,778,3784.026602886661
county,1240,325,3783.7177488545985
atlas,1406,466,3783.5809103310544
charged,1369,434,3781.4051575726867
lifestyle,1381,445,3779.985066648532
transitions,1423,483,3778.3407916463907
building,2082,1122,3773.2968301245783
extensive,2536,1553,3771.708200347065
guided,1643,693,3769.338503131091
twice,2196,1235,3769.1797352660224
arrows,1750,799,3765.736656321179
negatively,2082,1127,3764.039367117824
preventive,1557,613,3763.028486672309
slightly,2633,1646,3762.838948030492
replicates,1463,525,3762.5612501690202
binge,937,124,3761.988377481334
wells,1623,677,3761.3661065901974
imatinib,827,73,3758.509095620484
encoded,1639,694,3757.798406674793
putative,1746,799,3757.1292582495876
sparse,1258,347,3756.2441901162783
inactivation,1555,614,3755.6601577288557
lacking,2113,1162,3755.4613679709723
thomas,2403,1440,3755.4374068389902
rois,1003,163,3752.684643645901
cambridge,1953,1006,3752.636989697606
spike,1068,205,3751.0301174734295
partially,2434,1472,3750.3879220894064
bands,1398,470,3750.1039210060617
atoms,1220,318,3749.2540786783757
transduced,1079,213,3748.3578434930846
rehabilitation,1271,360,3748.3142753439124
except,2674,1692,3747.7284514334456
chemokine,1194,298,3746.9116707274725
amounts,2056,1111,3746.4322497942926
contributes,2325,1373,3744.31265960848
francisco,1580,643,3743.1238682938256
integrity,1858,917,3742.20335803537
rise,1945,1004,3741.1358528371507
gland,1170,281,3740.321279366504
women’s,1379,459,3731.7949897192902
reasons,2420,1472,3728.8162577881526
